년도,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
,,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액
업종명,성별,,,,,,,,,,,,
정기 항공 운송업,여성,151739.0,147595.0,24481701252.0,150667.0,148432.0,23005257841.0,94782.0,89746.0,8025642659.0,100407.0,93934.0,6806296654.0
중식 음식점업,남성,297667.0,308603.0,8402742233.0,336003.0,349009.0,9283736494.0,352423.0,366689.0,9500421735.0,264798.0,276786.0,6862152226.0
중식 음식점업,알수없음,122906.0,136036.0,5435942764.0,138198.0,153629.0,6194163813.0,136521.0,151788.0,5469734953.0,108171.0,121624.0,3958124003.0
중식 음식점업,여성,157685.0,161897.0,4450532948.0,180049.0,185403.0,5037389977.0,187204.0,193274.0,5107560643.0,139367.0,144951.0,3615184381.0
차량용 가스 충전업,남성,91722.0,95392.0,4388498348.0,94281.0,98647.0,4417388817.0,87586.0,91872.0,4138006374.0,62187.0,65173.0,3159845886.0
차량용 가스 충전업,알수없음,34807.0,36691.0,4003943164.0,36012.0,38279.0,4037615486.0,31663.0,33512.0,3661327111.0,22601.0,23952.0,2610739861.0
차량용 가스 충전업,여성,54482.0,56394.0,3330475974.0,55416.0,57720.0,3183405593.0,51411.0,53618.0,2986554307.0,37951.0,39627.0,2313007356.0
차량용 주유소 운영업,남성,1725381.0,1819085.0,97037967965.0,1645615.0,1746534.0,89863118221.0,1510286.0,1603563.0,75290412447.0,1156689.0,1225186.0,60609329126.0
차량용 주유소 운영업,알수없음,671156.0,722709.0,56730554266.0,656486.0,707288.0,55655139906.0,603436.0,659651.0,45943697905.0,482844.0,535357.0,37891775577.0
차량용 주유소 운영업,여성,866183.0,898091.0,42587265045.0,829951.0,863074.0,39424558086.0,732832.0,762254.0,33290177977.0,559597.0,583719.0,26320252898.0
체인화 편의점,남성,6579998.0,7602023.0,60335561580.0,7064254.0,8221866.0,63932274924.0,7046174.0,8254225.0,66264031358.0,5127761.0,5983558.0,50759375167.0
체인화 편의점,알수없음,744579.0,862285.0,9823132476.0,799758.0,931616.0,10489233265.0,797133.0,925114.0,10434491525.0,620977.0,716865.0,8355172259.0
체인화 편의점,여성,3577150.0,4064202.0,32800158165.0,3799633.0,4334802.0,34971641900.0,3585544.0,4098335.0,34480039633.0,2608484.0,2967734.0,25798127187.0
택시 운송업,남성,2.0,2.0,49000.0,94.0,96.0,1038940.0,729.0,740.0,5001970.0,119.0,120.0,1059760.0
